"https://docs.google.com/spreadsheets/d/1q-2sXGsFYsKf3nV5u5golTVrLH5sfc0doiWwz_kavE4/edit?usp=sharing
https://docs.google.com/spreadsheets/d/1k16nGFCE7oBXrEqvTpHSA2Z5530GM_kou-wiWklTsfY/edit?usp=sharing
15m=2026-05-30 14:30:00
1h=2026-05-30 13:00:00
4h=2026-05-30 08:00:00
1d=2026-05-29 08:00:00","5m=82.63
15m=82.63
1h=82.56
4h=82.63
1d=81.97","5m=0%
15m=0.012%
1h=0.34%
4h=0.805%
1d=-0.134%","5m=6603187.02
15m=7531288.48
1h=10057896.65
4h=61340962
1d=638166811.92","5m=0.006
15m=0.0982
1h=0.327
4h=0.575
1d=0.461","5m=-6524634.4
15m=-6052463.15
1h=-3469139.12
4h=9214825.71
1d=-49930118.93","5m=方向=多头排列 带宽=5.44
15m=方向=多头排列 带宽=10.19
1h=方向=偏空 带宽=21.86
4h=方向=偏空 带宽=70.75
1d=方向=空头排列 带宽=94.04","5m=均值=60.81 方向=震荡 位置=中性区
15m=均值=55.77 方向=震荡 位置=中性区
1h=均值=54.35 方向=震荡 位置=中性区
4h=均值=49.98 方向=震荡 位置=中性区
1d=均值=36.77 方向=震荡 位置=中性区","5m=柱=0.0519 信号=延续
15m=柱=-0.0187 信号=延续
1h=柱=0.0922 信号=延续
4h=柱=0.3 信号=延续
1d=柱=-1.37 信号=延续","5m=K=79.75 D=75.85 J=87.57
15m=K=86.02 D=77.84 J=102.37
1h=K=63.29 D=64.18 J=61.52
4h=K=72.17 D=67.39 J=81.74
1d=K=29.36 D=33.43 J=21.21","5m=17.03 +DI=31.67 -DI=18.99
15m=16.69 +DI=23.42 -DI=23.07
1h=14.92 +DI=21.46 -DI=28.28
4h=44.39 +DI=12.8 -DI=27.02
1d=21.23 +DI=10.18 -DI=22.01","5m=129.81
15m=8.79
1h=52.02
4h=8.56
1d=-95.21","5m=11.4%
15m=26.9%
1h=72.4%
4h=168%
1d=446%","5m=%B=0.899 带宽=0.375
15m=%B=0.525 带宽=1.17
1h=%B=0.702 带宽=2.31
4h=%B=0.544 带宽=5.41
1d=%B=0.205 带宽=20.63","5m=方向=空 值=82.69
15m=方向=多 值=82.13
1h=方向=多 值=81.09
4h=方向=空 值=84.08","5m=75.2%
15m=70.8%
1h=-237%
4h=-513%
1d=-1374%","5m=位置=价值区上方 覆盖=7536%
15m=位置=价值区内 覆盖=7196%
1h=位置=价值区内 覆盖=7014%
4h=位置=价值区内 覆盖=7152%
1d=位置=价值区内 覆盖=7184%","5m=0.0527
15m=0.146
1h=-0.188
4h=-0.262
1d=0.3","5m=-19.54
15m=-75.63
1h=-7.71
4h=-4.25
1d=-48.83","5m=45.13
15m=43.22
1h=48.61
4h=45.19
1d=29.85","5m=支撑=54.5% 阻力=7.26%
15m=支撑=95.6% 阻力=50.8%
1h=支撑=263% 阻力=73.9%
4h=支撑=329% 阻力=255%
1d=支撑=251% 阻力=2000%","5m=信号=买入 方向=多头 评分=5.2 结构=多头突破
15m=信号=观望 方向=多头 评分=1.7 结构=区间震荡
1h=信号=观望 方向=多头 评分=2.7 结构=区间震荡
4h=信号=观望 方向=空头 评分=-1.3 结构=区间震荡
1d=信号=观望 方向=空头 评分=-4.8 结构=空头突破","5m=等级=良好 分=68.68
15m=等级=良好 分=65.29
1h=等级=紧张 分=30.62
4h=等级=危险 分=28.32
1d=等级=紧张 分=48.73","5m=风险=-0.888 陈旧=0
15m=风险=-0.522 陈旧=0
1h=风险=-0.203 陈旧=0
4h=风险=-0.796 陈旧=0
1d=风险=-0.964 陈旧=0"
9,RONIN,40.9976,大户领先做多,3542257.75,0.018%,0%,1.0375,1.6933,1.1947,5,75,"5m=0.159%
15m=1.061%
1h=0.768%
4h=0.165%
1d=2.168%
1w=-47.204%","5m=-0.032%
15m=0.239%
1h=-0.001%
4h=-0.731%
1d=3.072%
1w=-28.489%","5m=0.2928
15m=0.831
1h=0.2895
4h=0.1843
1d=0.527
1w=1.8554","5m=-0.0353
15m=0.2979
1h=0.0622
4h=-0.0117
1d=0.4266
1w=1.6753","5m=0.191%
15m=0.822%
1h=0.769%
4h=0.896%
1d=-0.904%
1w=-18.715%","5m=2026-05-30 14:40:00
15m=2026-05-30 14:30:00
1h=2026-05-30 13:00:00
4h=2026-05-30 08:00:00
1d=2026-05-29 08:00:00","5m=0.0789
15m=0.0789
1h=0.078
4h=0.0791
1d=0.077","5m=0%
15m=0.51%
1h=-0.637%
4h=2.73%
1d=-3.27%","5m=2226.86
15m=6490788.22
1h=13268616.08
4h=134216167.61
1d=812246854.06","5m=0.805
15m=0.717
1h=0.673
4h=0.442
1d=0.476","5m=1360.39
15m=2805747.67
1h=4606528.39
4h=-15799982.31
1d=-38317568.41","5m=方向=多头排列 带宽=10.72
15m=方向=偏多 带宽=1.85
1h=方向=空头排列 带宽=84.19
4h=方向=偏空 带宽=99.6","5m=均值=67.25 方向=震荡 位置=中性区
15m=均值=58.12 方向=震荡 位置=中性区
1h=均值=46.6 方向=震荡 位置=中性区
4h=均值=39.52 方向=震荡 位置=中性区
1d=均值=35.91 方向=震荡 位置=中性区","5m=柱=0.000242 信号=延续
15m=柱=-0.000167 信号=延续
1h=柱=0.000592 信号=延续
4h=柱=-0.00026 信号=延续
1d=柱=-0.00549 信号=延续","5m=K=88.23 D=83.82 J=97.04
15m=K=64.89 D=44.97 J=104.75
1h=K=44.18 D=54.09 J=24.35
4h=K=36.6 D=28.55 J=52.7
1d=K=4.46 D=5.39 J=2.59","5m=21.63 +DI=34.75 -DI=14.03
15m=20.87 +DI=28.47 -DI=19.01
1h=26.53 +DI=27.66 -DI=23.55
4h=18.38 +DI=23.45 -DI=26.16
1d=27.11 +DI=30.25 -DI=24.18","5m=189.3
15m=-9.44
1h=42.8
4h=-58.19
1d=-135.1","5m=26.9%
15m=61.1%
1h=141%
4h=352%
1d=1197%","5m=%B=1.05 带宽=1.4
15m=%B=0.507 带宽=3.61
1h=%B=0.568 带宽=4.76
4h=%B=0.323 带宽=25.62
1d=%B=0.101 带宽=52.08","5m=方向=多 值=0.078
15m=方向=多 值=0.0776
1h=方向=多 值=0.0734
4h=方向=空 值=0.085","5m=141%
15m=-565%
1h=-1337%
4h=-1221%
1d=-1440%","5m=位置=价值区内 覆盖=7253%
15m=位置=价值区内 覆盖=7137%
1h=位置=价值区下方 覆盖=7050%
4h=位置=价值区下方 覆盖=7385%
1d=位置=价值区下方 覆盖=7490%","5m=0.043
15m=-0.0036
1h=-0.198
4h=-1.04
1d=-138.38","5m=-10.88
15m=-65.16
1h=-2333.3
4h=-5465.41
1d=-8637.37","5m=88.15
15m=18.48
1h=38.18
4h=24.75
1d=36.06","5m=支撑=114% 阻力=12.7%
15m=支撑=127% 阻力=228%
1h=支撑=269% 阻力=346%
4h=支撑=405% 阻力=2971%
1d=支撑=143% 阻力=7727%","5m=信号=买入 方向=多头 评分=5.2 结构=多头突破
15m=信号=观望 方向=多头 评分=1.7 结构=区间震荡
1h=信号=观望 方向=空头 评分=-1.3 结构=区间震荡
4h=信号=观望 方向=空头 评分=-4.8 结构=空头突破
1d=信号=观望 方向=空头 评分=-4.8 结构=空头突破","5m=等级=一般 分=51.81
15m=等级=一般 分=56.5
1h=等级=一般 分=56.82
4h=等级=一般 分=57.58
1d=等级=一般 分=56.35","5m=风险=2.95 陈旧=0
15m=风险=9.52 陈旧=0
1h=风险=7.29 陈旧=0
4h=风险=0.983 陈旧=0
1d=风险=1.86 陈旧=0"
10,WLFI,38.4693,大户领先做空,83896223.91,0.437%,-0%,14.699,0.5071,-0.2993,2,75,"5m=-0.133%
15m=0.008%
1h=-0.173%
4h=-0.58%
1d=2.757%
1w=5.884%","5m=-0.006%
15m=0.008%
1h=0.001%
4h=0.446%
1d=1.89%
1w=10.826%","5m=-0.4123
15m=-0.0044
1h=-0.2218
4h=-0.4012
1d=0.5805
1w=-0.4812","5m=-0.1257
15m=-0.0577
1h=-0.2314
4h=0.3533
1d=0.1705
1w=1.0295","5m=-0.127%
15m=0.001%
1h=-0.174%
4h=-1.026%
1d=0.868%
1w=-4.942%","5m=2026-05-30 14:40:00
15m=2026-05-30 14:30:00
1h=2026-05-30 13:00:00
4h=2026-05-30 08:00:00
1d=2026-05-29 08:00:00","5m=0.059
15m=0.059
1h=0.0588
4h=0.0587
1d=0.0588","5m=0%
15m=-0.169%
1h=0%
4h=-0.17%
1d=0.513%","5m=1414.17
15m=6354.38
1h=38307.65
4h=73132808.77
1d=378382547.99","5m=0.926
15m=0.824
1h=0.546
4h=0.316
1d=0.508","5m=1204.84
15m=4121.38
1h=3537.29
4h=-26897136.18
1d=5962035.08","5m=方向=偏多 带宽=3.95
15m=方向=多头排列 带宽=11.69
1h=方向=偏空 带宽=22.77
4h=方向=偏空 带宽=82.95","5m=均值=51.97 方向=震荡 位置=中性区
15m=均值=50.9 方向=震荡 位置=中性区
1h=均值=50.8 方向=震荡 位置=中性区
4h=均值=47.9 方向=震荡 位置=中性区
1d=均值=39.58 方向=震荡 位置=中性区","5m=柱=0.000037 信号=延续
15m=柱=-0.000055 信号=延续
1h=柱=0.000168 信号=延续
4h=柱=0.000134 信号=延续
1d=柱=0.000273 信号=延续","5m=K=77.64 D=80.68 J=71.58
15m=K=83.13 D=76.22 J=96.96
1h=K=50.82 D=57.94 J=36.59
4h=K=41.03 D=38.47 J=46.17
1d=K=32.36 D=30.87 J=35.34","5m=13.27 +DI=14.39 -DI=11.98
15m=16.34 +DI=15.47 -DI=17.54
1h=11.15 +DI=19.73 -DI=19.36
4h=17.71 +DI=16.19 -DI=17.82
1d=25.65 +DI=12.47 -DI=23.35","5m=26.54
15m=-25.32
1h=66.12
4h=48.81
1d=-92.89","5m=29.6%
15m=53.8%
1h=113%
4h=244%
1d=708%","5m=%B=0.596 带宽=0.617
15m=%B=0.409 带宽=2.61
1h=%B=0.663 带宽=3.5
4h=%B=0.53 带宽=5.64
1d=%B=0.237 带宽=22.8","5m=方向=多 值=0.0586
15m=方向=多 值=0.0587
1h=方向=多 值=0.0575
4h=方向=空 值=0.0609","5m=81.7%
15m=30.1%
1h=-230%
4h=-744%
1d=-1166%","5m=位置=价值区内 覆盖=7051%
15m=位置=价值区内 覆盖=7315%
1h=位置=价值区内 覆盖=7500%
4h=位置=价值区内 覆盖=7091%
1d=位置=价值区内 覆盖=7236%","5m=0.132
15m=-0.0875
1h=-3.75
4h=-1.21
1d=0.681","5m=-1.66
15m=-12.34
1h=-5869.64
4h=-120.94
1d=-79.6","5m=65.94
15m=49.3
1h=39.78
4h=46.06
1d=47.4","5m=支撑=50.8% 阻力=17%
15m=支撑=84.8% 阻力=153%
1h=支撑=221% 阻力=187%
4h=支撑=477% 阻力=273%
1d=支撑=493% 阻力=2177%","5m=信号=观望 方向=多头 评分=2.7 结构=区间震荡
15m=信号=观望 方向=多头 评分=1.7 结构=区间震荡
1h=信号=观望 方向=多头 评分=2.7 结构=区间震荡
4h=信号=观望 方向=空头 评分=-1.3 结构=区间震荡
1d=信号=观望 方向=空头 评分=-1.3 结构=区间震荡","5m=等级=一般 分=51.97
15m=等级=紧张 分=47.07
1h=等级=危险 分=23.78
4h=等级=一般 分=58.34
1d=等级=一般 分=55.87","5m=风险=1.79 陈旧=0
15m=风险=1.04 陈旧=0
1h=风险=2.1 陈旧=0
4h=风险=1.54 陈旧=0
1d=风险=0.995 陈旧=0"
11,IOTX,34.0182,大户领先做空,1796481.09,0.009%,0%,9.829,0.9376,-1.984,3,75,"5m=0.195%
15m=0.84%
1h=-0.013%
4h=10.528%
1d=26.378%
1w=13.39%","5m=-0.005%
15m=0.335%
1h=0.41%
4h=5.773%
1d=13.515%
1w=10.683%","5m=0.4716
15m=1.1606
1h=-0.0668
4h=3.4341
1d=4.4289
1w=0.7581","5m=-0.0516
15m=0.864
1h=0.406
4h=3.3912
1d=4.5753
1w=1.0816","5m=0.199%
15m=0.505%
1h=-0.424%
4h=4.755%
1d=12.863%
1w=2.707%","5m=2026-05-30 14:40:00
15m=2026-05-30 14:30:00
1h=2026-05-30 13:00:00
4h=2026-05-30 08:00:00
1d=2026-05-29 08:00:00","5m=0.00445
15m=0.00445
1h=0.00442
4h=0.0045
1d=0.00418","5m=0.679%
15m=0.451%
1h=-1.56%
4h=7.66%
1d=5.03%","5m=4001091.75
15m=7518781.04
1h=15718926.86
4h=140527104
1d=637782839.38","5m=1
15m=0.707
1h=0.528
4h=0.767
1d=0.589","5m=3998147.71
15m=3110839.37
1h=918790.07
4h=75117212.7
1d=113200110.39","5m=方向=偏多 带宽=41.52
15m=方向=多头排列 带宽=76.05
1h=方向=多头排列 带宽=80.76
4h=方向=偏多 带宽=76.52","5m=均值=54.14 方向=震荡 位置=中性区
15m=均值=59.27 方向=震荡 位置=中性区
1h=均值=65.23 方向=震荡 位置=中性区
4h=均值=72.48 方向=震荡 位置=中性区
1d=均值=41.88 方向=震荡 位置=中性区","5m=柱=-0.000005 信号=延续
15m=柱=-0.000018 信号=延续
1h=柱=0.000048 信号=延续
4h=柱=0.000098 信号=延续
1d=柱=-0.000079 信号=延续","5m=K=51.6 D=40.98 J=72.83
15m=K=46.76 D=43 J=54.26
1h=K=80.48 D=84.64 J=72.17
4h=K=86.41 D=78.22 J=102.78
1d=K=28.55 D=21.8 J=42.06","5m=19.74 +DI=22.69 -DI=25.38
15m=40.33 +DI=23.47 -DI=16.05
1h=26.19 +DI=32.55 -DI=12.92
4h=22.67 +DI=33.95 -DI=15.1
1d=27.89 +DI=13.67 -DI=23.09","5m=-29.34
15m=13.12
1h=158.68
4h=206.2
1d=-76.16","5m=57.2%
15m=106%
1h=179%
4h=289%
1d=611%","5m=%B=0.533 带宽=2.01
15m=%B=0.606 带宽=4.25
1h=%B=0.867 带宽=10.97
4h=%B=1.25 带宽=12.75
1d=%B=0.298 带宽=36.28","5m=方向=空 值=0.00451
15m=方向=多 值=0.00437
1h=方向=多 值=0.00416
4h=方向=多 值=0.00391","5m=531%
15m=712%
1h=453%
4h=629%
1d=-116%","5m=位置=价值区上方 覆盖=7238%
15m=位置=价值区上方 覆盖=7022%
1h=位置=价值区上方 覆盖=7069%
4h=位置=价值区上方 覆盖=7316%
1d=位置=价值区内 覆盖=7820%","5m=0.133
15m=2.54
1h=-2.73
4h=2.05
1d=-5.14","5m=17.22
15m=4.94
1h=7316.14
4h=2477.29
1d=1304.76","5m=44.73
15m=61.88
1h=59.52
4h=56.99
1d=39.76","5m=支撑=112% 阻力=89.9%
15m=支撑=360% 阻力=180%
1h=支撑=837% 阻力=249%
4h=支撑=1356% 阻力=0%
1d=支撑=694% 阻力=3134%","5m=信号=卖出 方向=空头 评分=-6.43 结构=结构反转向下
15m=信号=观望 方向=多头 评分=1.7 结构=区间震荡
1h=信号=买入 方向=多头 评分=5.2 结构=多头突破
4h=信号=买入 方向=多头 评分=6.2 结构=多头突破
1d=信号=观望 方向=空头 评分=-4.8 结构=空头突破","5m=等级=一般 分=59.07
15m=等级=一般 分=55.68
1h=等级=一般 分=57.42
4h=等级=一般 分=60.15
1d=等级=一般 分=56.64","5m=风险=-1.31 陈旧=0
15m=风险=-2.6 陈旧=0
1h=风险=-0.701 陈旧=0
4h=风险=0.241 陈旧=0
1d=风险=1.63 陈旧=0"
12,GOAT,28.9596,多头共振,1171591.4,0.006%,-0%,13.7824,1.1895,-1.9859,1,75,"5m=-0.293%
15m=0.592%
1h=2.021%
4h=2.587%
1d=1.067%
1w=-31.272%","5m=-0.079%
15m=0.244%
1h=1.609%
4h=2.093%
1d=-1.284%
1w=-23.28%","5m=-0.3802
15m=0.4641
1h=0.9357
4h=0.9123
1d=1.0569
1w=2.1733","5m=-0.1057
15m=0.2314
1h=0.9213
4h=1.019
1d=0.3329
1w=2.0228","5m=-0.214%
15m=0.348%
1h=0.412%
4h=0.494%
1d=2.35%
1w=-7.992%","5m=2026-05-30 14:40:00
15m=2026-05-30 14:30:00
1h=2026-05-30 13:00:00
4h=2026-05-30 08:00:00
1d=2026-05-29 08:00:00","5m=0.0163
15m=0.0163
1h=0.0163
4h=0.0162
1d=0.016","5m=0%
15m=0.061%
1h=0.619%
4h=1.25%
1d=0.125%","5m=2745688.05
15m=7369970.87
1h=27656401.43
4h=83945988.49
1d=769198526.2","5m=0.167
15m=0.329
1h=0.449
4h=0.469
1d=0.418","5m=-1829707.74
15m=-2514234.73
1h=-2801825.49
4h=-5317031.84
1d=-126095120.16","5m=方向=多头排列 带宽=22.33
15m=方向=多头排列 带宽=24.8
1h=方向=偏空 带宽=41.46
4h=方向=偏空 带宽=95.46","5m=均值=64.04 方向=震荡 位置=中性区
15m=均值=60.84 方向=震荡 位置=中性区
1h=均值=55.39 方向=震荡 位置=中性区
4h=均值=47.54 方向=震荡 位置=中性区
1d=均值=35.94 方向=震荡 位置=中性区","5m=柱=0.000021 信号=延续
15m=柱=0.00002 信号=延续
1h=柱=0.000047 信号=延续
4h=柱=0.000092 信号=延续
1d=柱=-0.000754 信号=延续","5m=K=71.82 D=77.37 J=60.72
15m=K=89.34 D=87.59 J=92.84
1h=K=67.84 D=67.32 J=68.88
4h=K=47.88 D=45.51 J=52.61
1d=K=14.97 D=13.32 J=18.26","5m=16.52 +DI=31.17 -DI=20.05
15m=13.83 +DI=28.99 -DI=21.07
1h=14 +DI=20.17 -DI=24.33
4h=14.81 +DI=18.77 -DI=21.26
1d=34.19 +DI=23.43 -DI=15.51","5m=135.32
15m=102.25
1h=86.51
4h=-11.76
1d=-100.2","5m=28.6%
15m=57.1%
1h=138%
4h=291%
1d=1130%","5m=%B=0.887 带宽=1.03
15m=%B=0.761 带宽=2.27
1h=%B=0.773 带宽=4.53
4h=%B=0.482 带宽=9.41
1d=%B=0.167 带宽=41.4","5m=方向=多 值=0.0162
15m=方向=空 值=0.0164
1h=方向=多 值=0.0155
4h=方向=空 值=0.0171","5m=154%
15m=70.3%
1h=-401%
4h=-464%
1d=-566%","5m=位置=价值区内 覆盖=7082%
15m=位置=价值区内 覆盖=7250%
1h=位置=价值区内 覆盖=7726%
4h=位置=价值区内 覆盖=7319%
1d=位置=价值区下方 覆盖=7340%","5m=-0.0341
15m=0.482
1h=-4.4
4h=-6.26
1d=-204.2","5m=-7.64
15m=-8.96
1h=-782.87
4h=-1016.49
1d=-4896.65","5m=37.94
15m=38.36
1h=53.24
4h=62.75
1d=25.28","5m=支撑=110% 阻力=36.7%
15m=支撑=239% 阻力=36.7%
1h=支撑=430% 阻力=73.8%
4h=支撑=457% 阻力=531%
1d=支撑=337% 阻力=5646%","5m=信号=买入 方向=多头 评分=5.2 结构=多头突破
15m=信号=观望 方向=多头 评分=1.7 结构=区间震荡
1h=信号=观望 方向=多头 评分=2.7 结构=区间震荡
4h=信号=观望 方向=空头 评分=-1.3 结构=区间震荡
1d=信号=观望 方向=空头 评分=-1.3 结构=区间震荡","5m=等级=一般 分=60.18
15m=等级=一般 分=57.47
1h=等级=一般 分=58.94
4h=等级=一般 分=54.5
1d=等级=一般 分=54.93","5m=风险=3.07 陈旧=0
15m=风险=0.788 陈旧=0
1h=风险=-0.479 陈旧=0
4h=风险=0.735 陈旧=0
1d=风险=1.14 陈旧=0"
13,PUNDIX,26.4839,主动买领先多,1039581.35,0.005%,-0%,12.2452,1.4388,-0.3773,2,75,"5m=-0.202%
15m=-0.082%
1h=-0.323%
4h=-1.749%
1d=5.859%
1w=-2.933%","5m=-0.054%
15m=-0.008%
1h=-0.102%
4h=-1.021%
1d=4.368%
1w=-1.35%","5m=-0.8006
15m=-0.1696
1h=-0.3144
4h=-0.8599
1d=1.7578
1w=1.4882","5m=-0.394
15m=-0.0157
1h=-0.1501
4h=-0.6798
1d=1.2044
1w=1.5945","5m=-0.148%
15m=-0.074%
1h=-0.222%
4h=-0.728%
1d=1.491%
1w=-1.583%","5m=2026-05-30 14:40:00
15m=2026-05-30 14:30:00
1h=2026-05-30 13:00:00
4h=2026-05-30 08:00:00
1d=2026-05-29 08:00:00","5m=0.135
15m=0.135
1h=0.135
4h=0.136
1d=0.134","5m=0%
15m=-0.296%
1h=0.148%
4h=1.42%
1d=1.06%","5m=249411.88
15m=255213.9
1h=5775931.75
4h=86473153.91
1d=460866602.59","5m=0.0063
15m=0.0206
1h=0.459
4h=0.6
1d=0.432","5m=-246286.29
15m=-244691.56
1h=-471956.59
4h=17153907.46
1d=-62423572.47","5m=方向=偏多 带宽=9.29
15m=方向=偏多 带宽=28.27
1h=方向=偏多 带宽=30.97
4h=方向=偏空 带宽=82.57","5m=均值=45.42 方向=震荡 位置=中性区
15m=均值=49.6 方向=震荡 位置=中性区
1h=均值=61.55 方向=震荡 位置=中性区
4h=均值=53.27 方向=震荡 位置=中性区
1d=均值=37.13 方向=震荡 位置=中性区","5m=柱=-0.000027 信号=延续
15m=柱=-0.000221 信号=延续
1h=柱=0.000661 信号=延续
4h=柱=0.000624 信号=延续
1d=柱=-0.00188 信号=延续","5m=K=36.04 D=41.85 J=24.4
15m=K=72.78 D=71.52 J=75.3
1h=K=80.04 D=81.33 J=77.46
4h=K=78.5 D=67.58 J=100.34
1d=K=21.84 D=22.86 J=19.82","5m=12.26 +DI=17.87 -DI=22.65
15m=18.7 +DI=17.98 -DI=18.94
1h=20.22 +DI=23.74 -DI=23.29
4h=24.44 +DI=16.42 -DI=20.12
1d=23.98 +DI=9.37 -DI=22.39","5m=-131.9
15m=-45.42
1h=91.12
4h=19.82
1d=-105.66","5m=21.8%
15m=45.6%
1h=94.7%
4h=190%
1d=456%","5m=%B=0.145 带宽=0.438
15m=%B=0.289 带宽=1.23
1h=%B=0.795 带宽=4.81
4h=%B=0.604 带宽=7.69
1d=%B=0.21 带宽=23.7","5m=方向=空 值=0.135
15m=方向=多 值=0.135
1h=方向=多 值=0.131
4h=方向=空 值=0.138","5m=170%
15m=56.5%
1h=-171%
4h=-172%
1d=-317%","5m=位置=价值区上方 覆盖=7005%
15m=位置=价值区内 覆盖=7000%
1h=位置=价值区内 覆盖=7103%
4h=位置=价值区内 覆盖=7007%
1d=位置=价值区内 覆盖=8290%","5m=-0.118
15m=-0.0788
1h=-0.02
4h=1.35
1d=285.59","5m=-15.24
15m=-13.6
1h=-1363.38
4h=-1687.16
1d=-6389.34","5m=92.23
15m=12.71
1h=48.85
4h=57.27
1d=33.47","5m=支撑=14.8% 阻力=44.5%
15m=支撑=96.4% 阻力=96.4%
1h=支撑=414% 阻力=74%
4h=支撑=435% 阻力=362%
1d=支撑=299% 阻力=2186%","5m=信号=观望 方向=空头 评分=-2.3 结构=区间震荡
15m=信号=观望 方向=多头 评分=1.7 结构=区间震荡
1h=信号=买入 方向=多头 评分=6.2 结构=多头突破
4h=信号=观望 方向=空头 评分=-1.3 结构=区间震荡
1d=信号=观望 方向=空头 评分=-4.8 结构=空头突破","5m=等级=一般 分=57.56
15m=等级=紧张 分=49.81
1h=等级=一般 分=58.63
4h=等级=一般 分=62.51
1d=等级=一般 分=57.78","5m=风险=3.06 陈旧=0
15m=风险=-0.205 陈旧=0
1h=风险=-1.61 陈旧=0
4h=风险=-1.77 陈旧=0
1d=风险=-1.65 陈旧=0"
14,VTHO,23.9318,多头共振,3016983.93,0.016%,-0%,0.9035,1.324,-0.4866,1,75,"5m=-0.504%
15m=8.123%
1h=34.315%
4h=73.094%
1d=182.671%
1w=181.822%","5m=1.267%
15m=8.675%
1h=23.159%
4h=54.067%
1d=122.331%
1w=139.372%","5m=-0.7643
15m=5.1599
1h=7.7602
4h=6.0243
1d=10.2596
1w=2.3891","5m=2.6046
15m=8.0819
1h=7.3903
4h=6.4119
1d=9.9626
1w=2.3778","5m=-1.771%
15m=-0.552%
1h=11.156%
4h=19.027%
1d=60.34%
1w=42.45%","5m=2026-05-30 14:40:00
15m=2026-05-30 14:30:00
1h=2026-05-30 13:00:00
4h=2026-05-30 08:00:00
1d=2026-05-29 08:00:00","5m=0.000607
15m=0.000607
1h=0.000595
4h=0.000566
1d=0.000479","5m=0.165%
15m=-0.164%
1h=8.38%
4h=18.2%
1d=0.419%","5m=1578316
15m=49293045.73
1h=207913070.91
4h=778707889.77
1d=140769319.69","5m=0.995
15m=0.644
1h=0.664
4h=0.606
1d=0.644","5m=1563418.84
15m=14311350.85
1h=66096171.26
4h=166082655.61
1d=40378163.29","5m=方向=多头排列 带宽=96.16
15m=方向=多头排列 带宽=98.82
1h=方向=多头排列 带宽=94.59
4h=方向=偏多 带宽=78.56","5m=均值=60.63 方向=震荡 位置=中性区
15m=均值=70.73 方向=震荡 位置=中性区
1h=均值=85.88 方向=震荡 位置=超买区
4h=均值=79.16 方向=震荡 位置=超买区
1d=均值=27.75 方向=震荡 位置=超卖区","5m=柱=0.000003 信号=延续
15m=柱=0.000006 信号=延续
1h=柱=0.000023 信号=延续
4h=柱=0.000013 信号=延续
1d=柱=-0.000011 信号=延续","5m=K=69 D=71.61 J=63.76
15m=K=76.07 D=71.79 J=84.62
1h=K=78.89 D=77.22 J=82.22
4h=K=74.8 D=67.69 J=89.02
1d=K=15.44 D=13.7 J=18.91","5m=35.41 +DI=40.2 -DI=19.19
15m=67.85 +DI=36.27 -DI=5.18
1h=39.87 +DI=49.63 -DI=2.89
4h=36.56 +DI=52.8 -DI=12.12
1d=18.47 +DI=12.86 -DI=27.59","5m=64.75
15m=144.56
1h=197.89
4h=297.66
1d=-108.93","5m=203%
15m=326%
1h=316%
4h=282%
1d=471%","5m=%B=0.714 带宽=15.53
15m=%B=0.911 带宽=19.3
1h=%B=1.16 带宽=29.29
4h=%B=1.44 带宽=17.09
1d=%B=0.179 带宽=32.55","5m=方向=多 值=0.000587
15m=方向=多 值=0.000554
1h=方向=多 值=0.000488
4h=方向=多 值=0.000471","5m=1113%
15m=1275%
1h=1278%
4h=801%
1d=-590%","5m=位置=价值区上方 覆盖=7066%
15m=位置=价值区上方 覆盖=7306%
1h=位置=价值区上方 覆盖=7122%
4h=位置=价值区上方 覆盖=7061%
1d=位置=价值区内 覆盖=7745%","5m=0.489
15m=7.92
1h=12.87
4h=21.31
1d=-8.5","5m=1261.29
15m=84.66
1h=759.84
4h=630.21
1d=-143.34","5m=76.03
15m=77.79
1h=95.17
4h=91.06
1d=25.42","5m=支撑=890% 阻力=247%
15m=支撑=1384% 阻力=247%
1h=支撑=2151% 阻力=403%
4h=支撑=1784% 阻力=389%
1d=支撑=292% 阻力=3566%","5m=信号=观望 方向=多头 评分=1.7 结构=区间震荡
15m=信号=买入 方向=多头 评分=5.2 结构=多头突破
1h=信号=买入 方向=多头 评分=5.2 结构=多头突破
4h=信号=买入 方向=多头 评分=5.2 结构=多头突破
1d=信号=观望 方向=空头 评分=-4.8 结构=空头突破","5m=等级=紧张 分=45.37
15m=等级=紧张 分=49.37
1h=等级=一般 分=59.7
4h=等级=一般 分=57.1
1d=等级=一般 分=58.7","5m=风险=-2.57 陈旧=0
15m=风险=0.004 陈旧=0
1h=风险=0.399 陈旧=0
4h=风险=2.51 陈旧=0
1d=风险=2.79 陈旧=0"
15,FIGHT,23.6796,主动买领先多,3918761.45,0.02%,0%,2.7341,1.4024,-0.5122,1,75,"5m=0.797%
15m=1.068%
1h=-0.221%
4h=0.969%
1d=-8.029%
1w=-18.236%","5m=0.178%
15m=0.164%
1h=0.007%
4h=0.462%
1d=-6.637%
1w=-21.777%","5m=0.9157
15m=0.7494
1h=-0.0708
4h=0.2662
1d=-0.4552
1w=-1.0928","5m=0.7011
15m=0.3868
1h=0.1147
4h=0.5189
1d=-0.7843
1w=-1.1154","5m=0.619%
15m=0.904%
1h=-0.228%
4h=0.508%
1d=-1.392%
1w=3.541%","5m=2026-05-30 14:40:00
15m=2026-05-30 14:30:00
1h=2026-05-30 13:00:00
4h=2026-05-30 08:00:00
1d=2026-05-29 08:00:00","5m=0.0054
